Date,Income,Savings,Expenses,House,Food,Fun,Education,Travel
2023-01-01,5744.067519636624,3371.5210831246304,4310.041687627532,238.30196152163003,420.6270320150225,212.53245670670802,309.9850877907931,255.978023216252
2023-01-02,6575.9468318620975,1040.2547826243733,3391.2731005654787,468.64676928292374,360.8047506256596,190.8133145843311,380.0379953324921,415.4652787437998
2023-01-03,6013.816880358219,2903.304783428891,3981.9752183696546,466.7997978119773,17.460047970609015,365.4315323494272,229.29259182980365,103.40612980998436
2023-01-04,5724.4159149844845,3835.0815637641945,4606.179750333877,4.623553489764398,283.4575856361167,420.3668132856355,369.5581024383755,469.0420804777027
2023-01-05,5118.273996694524,1175.9017280963624,2594.4032792205335,376.2457045030787,14.016883554480996,5.666131154303367,386.463948916724,289.09234667358925
2023-01-06,6229.47056533328,4518.08593209492,5287.085216050723,3.1188832233551844,248.2199736680199,247.4075670456894,229.50369476119437,37.84285284384864
2023-01-07,5187.936056313462,3080.3256665426925,3802.0830408300985,492.1508638352783,299.7065589088962,133.63351963965425,93.88406391092441,156.85883526574307
2023-01-08,7458.865003910399,1122.6441933028716,3685.509472984217,208.48360099784924,317.43985281459027,82.21634483889295,298.8835393530774,491.3424537681804
2023-01-09,7818.313802505147,1897.6544476833608,4237.6986019430315,486.75937899004987,463.4393343438556,332.8528337856873,277.14441964423503,306.66705969324954
2023-01-10,4917.207594128889,4814.702785709253,4739.884390558704,183.87340451531875,148.52850943039192,417.7728205859717,250.2468429096555,209.87352589677855
2023-01-11,6958.625190413322,3329.2789322082212,4619.081437200507,146.5936452867107,422.2829298692478,272.20287699466417,29.29101158684666,457.8457076748897
2023-01-12,5644.474598764522,1429.8902710752182,3064.6199557929285,158.14598191730244,226.11060668520733,96.89707853054819,388.78159716526943,180.6423091289736
2023-01-13,5840.222805469662,2150.1780091222463,3800.2588722507453,365.339533319295,333.46992979422436,375.64266350115344,269.35412678255864,373.57288029153676
2023-01-14,7627.983191463305,2826.8145034419367,4717.933473161546,99.83641696509848,403.97171146131654,260.66633447868446,215.325726134193,73.13254063579532
2023-01-15,3355.1802909894345,1083.8002770709218,2084.0744368499127,432.0288458963253,362.02058295440605,402.31906339770484,407.44611027352954,348.5798479136741
2023-01-16,3435.6464985077037,2646.4620544550353,2956.431545309884,295.28634681337115,397.75029444446886,482.3614132338157,98.44234553153342,245.71987352969805
2023-01-17,3101.0919872016284,2957.8345417387927,3102.810197292972,484.95551297463487,318.0347536036,209.67549586738676,135.8406790658724,212.31462074885698
2023-01-18,7163.09922773969,1974.7115011249289,3867.3754539403812,493.5424517430743,400.3903044524642,159.50104772307327,319.86352186580615,115.8045903829809
2023-01-19,6890.783754749253,3354.5560011679463,4728.7282719155155,92.59100065107268,454.5067383868188,141.0397545246738,195.02901865093324,493.7279257233334
2023-01-20,7350.060741234096,4012.9604783687073,5442.741135894185,477.8910267880089,452.2094207757908,345.4932333260836,151.5346446028868,61.809675993625966
2023-01-21,7893.09171116382,1943.336896422542,4306.913327435735,23.269243189591837,163.94410975208712,485.9387040899152,127.3079675507599,101.74594983364554
2023-01-22,6995.792821083618,3481.999601119951,4878.871360834313,13.931862061552835,485.98641367762724,142.90947705066836,242.86539333143875,188.70566322265287
2023-01-23,5307.39681126466,3558.488971854966,4215.005916430264,471.932288664276,28.8334981560322,231.1391078322093,387.7684361504844,65.56018706754202
2023-01-24,6902.645881432278,4794.161204515364,5752.493013618841,481.1983687249967,308.20134671608366,288.1654632309806,402.6629790087844,467.6622371015936
2023-01-25,3591.372129344666,4113.1046691857755,3934.1630886448265,73.62383633599484,247.6122788509603,476.9617955232205,395.28485034273376,455.19069536276055
2023-01-26,6199.6051066376185,4393.3810791600245,5120.272917768596,221.20790769449906,115.2380350797565,123.57258299556756,442.8226253370126,219.09639015940192
2023-01-27,3716.766437045232,2961.6796337451005,3328.0198095990827,247.04626399409125,267.57402428994516,480.81648783756555,25.37091531971075,246.20034768689058
2023-01-28,7723.34458524792,1741.3943479175314,4192.99693576148,430.14061825915223,32.977329850044704,262.0130472954617,491.1084299550057,31.045298742602924
2023-01-29,5609.241608750359,4983.26117183854,5254.912051247021,313.9586215980845,276.85707879513717,364.19348104500256,213.2307458942986,419.6864330836569
2023-01-30,5073.309699952618,1517.4230441547984,3094.4808561730106,387.28321210080776,427.23272093692356,390.67044837939847,96.49105397288976,390.24376898639565
2023-01-31,4322.778060523135,2885.8292774170613,3454.5800372955787,242.54842271564547,70.48620628145042,82.30461444836756,485.01139168381576,196.64447259896107
2023-02-01,6871.168447171083,1272.3723969684265,3539.698921846284,324.2068511209141,162.67609337043586,487.3723025001067,412.59116143806585,238.54363222245993
2023-02-02,5280.751661082742,4775.403429403278,4913.2474667397755,367.7046800129293,315.5616355258999,488.0602889040832,464.8617761919091,329.6808983818566
2023-02-03,5842.169744343242,4859.699763393759,5267.699278474165,368.94064195865064,179.65063934356473,433.0850276286033,261.5768628768816,232.7895184067559
2023-02-04,3093.9490021817755,3877.556248015894,3722.8895020567834,0.8689133923361902,207.50151357384118,421.67740773632426,373.8709248077068,136.59519702513006
2023-02-05,6088.177485379385,2399.9713745206755,3810.9280586852856,49.954036865030304,169.22544908001015,163.1322108650999,259.73201888714175,148.74272153414086
2023-02-06,6060.478613612107,2017.5296044704974,3521.3499255632955,181.83022055220798,241.33494780198046,426.03323035060725,269.7250569057278,258.6565040102263
2023-02-07,6084.669984373784,2061.2132981481896,3770.271936920409,30.598723551770902,186.59797686365255,444.1639785631295,475.75048220351806,497.2655153899252
2023-02-08,7718.7403925731205,1509.1761016802989,3978.12520281406,191.49485118385851,72.12416162293766,133.26322561302,369.1784918210489,244.96283937135337
2023-02-09,6409.101495517417,3103.2358123068916,4435.182506088078,194.78342423609612,99.40639809933704,85.32810996350432,283.38890342374634,27.89870997321986
2023-02-10,4797.53950286893,1567.26910280591,2854.8659324617847,460.11676863886987,39.62329501163131,378.489374571848,196.36763221606995,469.34770813564694
2023-02-11,5185.1597689967075,2266.9226662138253,3442.1296797199316,283.53592744734544,233.8285338595501,288.8676469466217,82.16381930720561,152.98544804590946
2023-02-12,6488.155979636324,3506.8259038364195,4784.411002508726,353.17564026682913,422.70196725436693,53.93159991757962,57.865187287708565,19.912688367055953
2023-02-13,3301.1273581463493,3910.1744383629994,3582.6431872164117,443.59934104311424,45.275541692594516,199.75279952905217,149.83307276831098,36.142880697891954
2023-02-14,6333.833577228339,1097.0908184882448,3090.610513573734,221.06466032465866,329.3627487575841,165.99997258281329,346.4021725986622,85.56730205478941
2023-02-15,6353.189348090797,2720.4639375069596,4182.050915444264,0.9810722986910991,210.11158022675124,330.3454069984864,95.7763093828548,317.07820351271783
2023-02-16,4051.9128053692048,3608.498379368556,3625.2201808238324,142.66801231270688,435.6905107973685,210.20257700905887,65.73106829535308,183.99304122851206
2023-02-17,3644.6314882742663,4412.983904634051,3968.3375844859443,407.07935001874347,181.65677291535954,324.33814974219666,38.87868848656994,458.6500205617699
2023-02-18,4577.1417546209195,2901.29912884833,3758.3044939905285,450.9205849000374,347.22169436597665,399.69403403912105,423.1246900200799,396.6367821729494
2023-02-19,4818.553854713113,4876.82348687074,4929.262467013829,175.75479055911052,199.55611326801449,353.53627613284044,120.59491088023545,160.41841977067523
2023-02-20,5850.983852089398,2062.530190165789,3576.9060077483314,146.9956264895242,270.97422049390815,308.76767145374964,100.4252320429766,493.05790115348617
2023-02-21,5193.007567311602,1054.0348265068756,2833.4246164246097,462.2526055343667,387.47282072115564,453.23386491150114,195.4269339462859,333.24939914920765
2023-02-22,7941.869190296131,2935.0114588069446,4833.694628394104,175.53686799139,483.92854172473307,123.89087836058488,314.7431002428637,8.719379725591503
2023-02-23,3510.2240537401403,2024.4551800800718,2587.2024172055135,326.12259403832917,67.44372378310342,253.77824942648286,293.1298786174014,231.5441245978364
2023-02-24,4044.3837804741734,4294.8706880926775,4257.021285987715,140.15461752528168,264.54853043452266,378.0558265020842,461.8289034400226,455.1619374105867
2023-02-25,3806.547589424981,1931.0906887244482,2770.340617147801,48.95939939537075,66.13432119219864,112.01719849600356,340.9860651907736,147.9801737733075
2023-02-26,6265.541627326992,2242.516873165225,3903.01845951271,250.61815589300673,15.251860071189395,105.84682080657137,280.98577504879734,463.43319497741766
2023-02-27,4266.45801269891,4164.9097240764495,3951.405158756612,461.6159185590838,373.97531012660494,342.13652257711806,355.7990836124661,307.681577121646
2023-02-28,5331.553864281532,3860.57300810144,4352.157138807019,309.3203769636525,491.63565942206543,390.3195783761702,331.8617440450599,291.5218207642892
2023-03-01,4222.127960008014,3232.20494662905,3675.8809612163222,104.41331239186718,297.7016415681401,443.1823941548506,383.739159613981,182.91355163453287
2023-03-02,3794.8479182275987,3819.792247691038,3774.219366600982,341.2147866838065,36.21632250225804,224.1568444802135,286.2131564241539,478.46180533293125
2023-03-03,3551.8757058215256,2674.5474542801057,3279.501916972591,384.18057204881626,30.863989455828523,358.1480461874537,403.6453975274416,215.3080851110471
2023-03-04,6281.647947326367,1021.2401904586712,3218.0591233024593,160.3802809574794,157.27368183390467,85.47477711380158,450.0286524676721,317.1931198764217
2023-03-05,3690.914756743069,1045.4205140487702,2159.4263991883563,279.6047007155193,190.4420302141811,157.37962620023,348.2384147072833,318.54268456330266
2023-03-06,3982.9118084002675,3044.887150294747,3308.402058162283,340.97656573366123,1.9332421205102146,316.06040713836967,178.80992902094107,321.696692679159
2023-03-07,4843.62585330482,1333.1639188759968,2733.819018687235,80.17657269024409,421.3414515662495,73.94177600324836,139.98911780142902,153.0213891139492
2023-03-08,7104.966149239675,1204.301920677027,3588.6880085239823,482.0504698862312,234.2898831913901,477.8411943474099,318.5928326059533,432.3707406170741
2023-03-09,3485.5063789653063,4862.066556549893,4424.220848528839,225.62598072492096,497.8538410402586,63.92873889425016,315.7145691372311,296.8017702522926
2023-03-10,7189.724537494019,4436.010558632234,5625.609259886912,489.83219523603316,442.0734675473726,388.38208412762214,11.955281925814576,194.22279095406054
2023-03-11,3480.492039469815,1608.108908838278,2460.3610805428875,94.78693292224754,250.3881539059274,159.3069276343126,373.55469481389804,161.13717978410054
2023-03-12,7882.297325066978,1002.6568743608179,3662.1218530622823,241.8867731548222,313.52906383895896,366.45264054736094,110.93724341387524,56.84237050129798
